fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
9.7,-73.992013,40.749469,-73.955766,40.764194,1
7.3,-73.99141,40.746958,-73.972687,40.754065,1
12.5,-73.995521,40.739416,-73.948457,40.774735,1
14.1,-73.976273,40.740143,-73.918452,40.739707,1
5.5,-73.966425,40.76459,-73.95778,40.765342,1
13.0,-73.984238,40.770115,-73.97998,40.744012,4
6.9,-73.98001,40.722575,-73.998772,40.726437,1
7.3,-73.980368,40.734493,-73.974185,40.753078,2
4.9,-73.982483,40.731299,-73.983749,40.721376,1
18.1,-73.979032,40.763742,-73.959617,40.716038,5
5.5,-73.9668,40.772582,-73.95933,40.782035,1
28.0,-74.005064,40.741068,-73.944173,40.702399,1
6.5,-74.000962,40.718755,-74.000548,40.735685,5
7.7,-73.973997,40.761317,-73.96423,40.767163,1
30.67,-73.972984,40.761088,-73.861539,40.768222,1
6.5,-74.00758,40.715042,-73.994662,40.730912,4
3.5,-73.978053,40.78353,-73.972887,40.790522,1
7.5,-73.961342,40.770177,-73.974102,40.760042,1
11.5,-74.006361,40.744809,-73.995028,40.722598,2
5.3,-74.010117,40.720573,-74.007664,40.713901,1
17.0,-73.977275,40.738617,-73.985635,40.778755,1
6.5,-73.983517,40.775997,-73.982275,40.759347,1
12.1,-73.968943,40.754368,-73.96571,40.790085,1
12.5,0.0,0.0,0.0,0.0,1
73.0,-74.07823,40.931589,-74.078271,40.931544,1
12.1,-74.014368,40.704785,-74.000993,40.736298,2
5.5,40.742102,-74.004587,40.750845,-74.003817,1
12.9,-73.994482,40.7506,-73.967537,40.791988,1
11.0,-73.948557,40.797847,-73.941745,40.830047,5
11.3,-74.005409,40.740761,-73.976614,40.765666,2
5.7,-73.987041,40.750721,-73.978729,40.763437,1
49.57,-73.970975,40.786037,-73.790267,40.643669,2
11.3,-73.993839,40.758904,-74.004374,40.71622,1
6.0,-74.004552,40.741912,-74.005297,40.728292,1
14.9,-73.96491,40.76121,-73.987725,40.74128,1
4.5,-73.980382,40.754192,-73.987885,40.743598,1
10.5,-73.978382,40.752247,-73.971802,40.782015,1
39.0,-73.781913,40.644688,-73.89769,40.74912,1
3.7,-73.977798,40.761287,-73.983442,40.76052,1
6.9,-74.000424,40.730023,-74.009489,40.730528,1
5.0,-73.99122619628906,40.75074768066406,-73.98097229003906,40.750205993652344,5
18.0,-74.015105,40.70978,-73.984123,40.745902,1
6.5,-73.95406,40.801251,-73.938971,40.789071,1
4.0,-73.94831085205078,40.77897262573242,-73.95368957519531,40.78131103515625,1
17.5,-73.954812,40.783505,-73.987055,40.738957,5
4.5,-73.97802,40.757187,-73.970524,40.75559,1
13.7,-73.989898,40.762395,-74.002153,40.726377,4
7.0,0.0,0.0,0.0,0.0,1
9.7,-73.98982,40.757862,-73.967061,40.792721,1
11.0,-73.987285,40.720287,-73.976387,40.751395,1
31.33,-73.954897,40.767427,-73.870452,40.77378,2
8.9,-74.008491,40.733385,-74.011759,40.709637,1
10.1,-73.99218,40.743822,-73.960155,40.77315,1
11.0,-73.975788,40.728533,-74.00975,40.719942,1
6.9,-73.96834,40.786566,-73.965633,40.805938,1
5.7,-73.988253,40.774733,-73.968688,40.767475,5
19.3,-73.98633,40.750693,-73.952325,40.819007,5
9.3,-73.966482,40.753437,-73.95821,40.778653,1
14.9,-73.978883,40.777187,-73.940437,40.802885,6
12.0,-73.984618,40.747467,-74.000665,40.762727,1
8.1,-74.008123,40.717141,-74.004929,40.746614,3
13.0,-73.975901,40.756187,-73.937659,40.809877,1
65.0,0.0,0.0,0.0,0.0,1
8.5,-73.954847,40.765845,-73.965082,40.758233,1
14.1,-73.982148,40.770485,-73.99617,40.724172,1
4.5,-73.967297,40.80357,-73.973088,40.793231,1
5.3,-74.010622,40.718202,-74.016312,40.707815,3
7.0,-73.991734,40.744172,-74.001926,40.737858,1
18.0,-73.954157,40.787397,-73.989049,40.756736,1
6.5,-73.959272,40.771366,-73.957163,40.779349,1
2.5,-73.97367095947266,40.79063415527344,-73.97359466552734,40.79057312011719,1
5.7,-73.989173,40.731587,-73.999931,40.729463,2
7.3,-73.975103,40.761537,-73.997765,40.741298,2
10.5,-74.013022,40.714295,-73.987953,40.741362,1
8.9,-73.866265,40.770442,-73.976232,40.682237,3
18.5,-73.873237,40.774009,-73.953336,40.734669,1
13.3,-73.961135,40.760908,-73.89755,40.747618,2
6.9,-73.999754,40.729473,-73.985083,40.739459,1
4.5,-73.979843,40.755094,-73.973641,40.761078,2
5.3,-73.917033,40.758095,-73.918404,40.769792,2
5.3,-73.947248,40.790837,-73.95778,40.773664,1
5.3,-73.995769,40.749676,-74.0042,40.742366,1
8.5,-73.95104217529297,40.786983489990234,-73.96311950683594,40.77337646484375,1
52.0,-73.969973,40.758557,-73.88304,40.7378,5
4.5,-73.955597,40.779453,-73.956112,40.77203,5
18.5,-73.98155212402344,40.73283386230469,-73.95684051513672,40.69980239868164,2
4.9,-74.002597,40.733872,-73.99161,40.735053,1
8.9,-74.001435,40.74068,-74.000062,40.74293,1
8.0,-73.97155,40.763582,-73.976325,40.780655,1
6.0,-73.98694,40.757912,-73.981928,40.770197,1
15.5,-73.983234,40.766181,-73.945839,40.773819,1
8.5,-73.976004,40.755202,-73.980734,40.770825,1
9.7,-73.991043,40.717038,-73.97033,40.754693,1
4.1,-73.978706,40.745229,-73.971927,40.754332,2
9.3,0.0,0.0,0.0,0.0,1
11.7,-74.016122,40.704948,-73.992712,40.728468,5
21.5,-74.009085,40.706117,-73.97465,40.647907,2
7.3,-73.98866,40.727163,-73.991311,40.717703,2
6.0,-73.98645782470703,40.72245788574219,-73.97821807861328,40.729530334472656,3
8.0,-73.995247,40.717386,-74.011198,40.71322,1
4.1,-73.982887,40.735313,-73.983368,40.726802,1
5.0,-73.975418,40.756045,-73.98144,40.748672,1
8.5,-73.99152,40.749995,-73.978579,40.766639,3
5.1,-73.965972,40.754307,-73.961865,40.757981,1
16.0,0.0,0.0,0.0,0.0,1
4.1,-73.965107,40.766552,-73.970562,40.759092,2
6.5,-73.999147,40.728112,-73.982088,40.723072,1
5.3,-73.934992,40.7267,-73.932977,40.729745,1
10.9,-73.978785,40.783398,-73.991268,40.750675,2
5.7,-73.990587,40.76135,-74.002765,40.760552,1
5.5,-73.992795,40.73645,-73.991677,40.7491,2
22.1,-74.007147,40.705408,-74.01014,40.712273,1
5.5,-73.989805,40.752212,-73.996435,40.741982,2
6.9,-73.985819,40.726965,-73.996083,40.723564,1
6.1,-74.001368,40.735973,-73.993543,40.725653,1
10.9,-73.98493,40.769055,-73.954315,40.785613,1
10.1,-73.97167,40.796935,-73.98485,40.767422,1
4.1,-73.95961,40.762773,-73.952352,40.77277,2
39.83,-73.982458,40.757527,-73.87258,40.774487,1
4.1,0.0,0.0,0.0,0.0,1
4.5,-73.991303,40.750203,-73.986648,40.74064,1
6.0,-73.97759246826172,40.75245666503906,-73.9913101196289,40.749908447265625,1
3.0,-73.955078125,40.77340316772461,-73.95706939697266,40.77040100097656,2
50.5,-73.780262,40.645455,-73.974287,40.762932,1
6.9,-74.001685,40.730688,-73.982335,40.75733,1
6.5,-73.978368,40.737493,-73.99215,40.74923,1
36.1,-73.788703,40.641515,-73.920778,40.743103,4
4.0,-73.95930480957031,40.78017044067383,-73.95512390136719,40.77994918823242,1
12.5,-73.99488830566406,40.74789047241211,-73.96246337890625,40.778663635253906,1
13.0,-73.989388,40.730398,-73.983175,40.765844,1
5.0,-73.98241424560547,40.76839828491211,-73.9890365600586,40.767677307128906,1
23.7,-73.98222,40.774092,-73.849682,40.725265,5
10.5,-74.009935,40.706056,-73.986223,40.740199,1
8.5,-74.010057,40.712717,-73.99566,40.73896,1
22.5,-73.962117,40.762345,-74.013708,40.715078,1
8.5,-73.990302,40.761787,-73.973532,40.762685,1
12.5,-73.983102,40.718368,-73.983102,40.718368,1
8.0,-73.970625,40.798898,-73.954215,40.783087,6
7.7,-73.993113,40.747138,-74.002243,40.719537,1
14.1,-73.94144,40.798587,-73.915182,40.842188,1
8.5,-73.984581,40.739298,-73.983332,40.72119,1
9.0,-73.960367,40.76994,-73.965162,40.764212,6
6.1,-73.99725,40.755509,-73.994909,40.745281,2
8.0,-73.992125,40.75414,-73.990409,40.736921,1
6.5,-73.949737,40.784562,-73.968303,40.791847,2
10.3,-73.987197,40.76269,-73.967441,40.760161,1
7.3,-73.982626,40.723156,-74.004,40.723335,3
8.5,-73.982568,40.775648,-73.986119,40.758632,2
9.3,-73.982542,40.763093,-73.975643,40.789755,5
50.83,-74.01547,40.709737,-73.861735,40.768357,1
13.3,-73.966337,40.767938,-73.98774,40.719888,1
24.900000000000002,-73.87291,40.774211,-73.954028,40.784996,1
14.0,-73.99426,40.686002,-73.945935,40.703155,2
13.7,-73.954894,40.805447,-74.00506,40.741274,1
29.3,-73.873082,40.774045,-73.955877,40.77226,1
6.0,-73.95305633544922,40.783077239990234,-73.96338653564453,40.768798828125,5
17.0,-73.995585,40.748177,-74.009863,40.703767,5
8.5,-73.992136,40.759256,-74.001324,40.736356,1
4.9,-73.988665,40.763657,-73.993753,40.764775,2
4.5,-74.00291442871094,40.73331832885742,-74.00608825683594,40.7237663269043,1
9.5,-73.987363,40.739646,-73.991353,40.724556,1
4.9,-74.000315,40.747865,-73.989915,40.74082,5
7.7,-73.962233,40.776585,-73.966588,40.764428,3
6.0,-74.00450897216797,40.72432327270508,-73.9920883178711,40.73284912109375,1
10.5,-73.98590850830078,40.741676330566406,-73.98201751708984,40.758113861083984,1
5.3,-73.978473,40.772755,-73.986287,40.757817,5
9.3,-73.9631,40.7693,-73.9834,40.7562,1
10.5,-73.987913,40.747575,-73.985763,40.723045,3
11.5,-73.97190856933594,40.75545120239258,-74.00408172607422,40.752601623535156,1
19.7,-74.008472,40.708088,-73.960867,40.765783,1
6.5,-74.001567,40.734558,-73.996871,40.720302,1
2.9,-73.977495,40.757405,-73.976947,40.754918,5
12.9,-73.97232,40.753372,-73.92717,40.762743,1
28.1,-73.874437,40.77398,-73.986972,40.742173,4
13.3,-74.008325,40.73538,-73.957453,40.711753,1
17.7,-73.979327,40.783503,-74.011698,40.714218,5
5.7,-73.989098,40.763055,-74.00104,40.75817,2
7.0,-73.96103,40.775062,-73.94592,40.77861,1
6.9,-73.993255,40.767717,-73.978127,40.783952,5
4.5,-73.978493,40.756694,-73.987471,40.744456,1
11.5,-73.982285,40.769228,-73.952717,40.798353,1
15.7,-73.985358,40.735902,-73.955703,40.733468,1
6.1,-73.983652,40.744377,-74.001057,40.717742,5
7.0,-73.987721,40.738178,-73.992979,40.723647,1
5.5,0.0,0.0,0.0,0.0,1
12.5,-73.99254,40.754993,-73.962842,40.776587,5
7.5,-74.007122,40.706804,-73.989687,40.720324,1
8.5,0.0,0.0,0.0,0.0,2
3.7,-73.965935,40.768258,-73.960097,40.775037,3
5.5,-73.98226,40.755795,-73.980658,40.748247,2
9.3,-73.981693,40.732468,-73.990275,40.761635,2
52.0,-73.987198,40.729363,-73.792615,40.659158,1
50.0,-73.784678,40.64859,-73.997293,40.740883,1
12.0,-73.9872,40.757412,-73.982485,40.72877,1
5.7,-73.977634,40.754762,-73.991231,40.750271,1
6.9,-73.981914,40.765486,-73.993799,40.761379,1
6.0,-73.959372,40.76338,-73.951597,40.76947,1
7.0,-73.98209,40.746142,-73.980692,40.757462,1
7.0,-73.976987,40.675027,-73.999922,40.680187,1
5.7,-73.991286,40.745038,-73.97891,40.746386,1
7.3,-73.984445,40.742607,-73.974752,40.761812,1
29.7,-73.992985,40.754893,-73.873195,40.774273,1
12.0,-73.949482,40.772612,-73.970292,40.79823,1
6.0,-73.99774932861328,40.756290435791016,-74.00809478759766,40.7486457824707,1
57.5,-73.790235,40.643898,-74.022095,40.624132,1
13.3,-73.974337,40.763122,-74.000705,40.729871,1
6.9,-73.985347,40.753367,-74.001475,40.73608,5
4.5,-73.971695,40.787303,-73.969058,40.790196,1
11.7,-73.97906,40.762083,-73.983027,40.757162,1
8.5,-73.986495,40.759197,-74.003352,40.740182,4
8.5,-73.978491,40.747662,-73.993202,40.722728,1
34.67,-73.994905,40.751213,-73.865007,40.77042,1
11.7,-73.995735,40.764522,-73.986234,40.730765,2
7.0,-74.003665,40.706117,-73.97861,40.713547,1
16.9,-73.974573,40.742098,-73.997892,40.691318,1
33.7,-73.870402,40.773497,-74.017039,40.711567,1
7.3,-73.993341,40.715311,-74.001606,40.729545,3
11.7,-73.966175,40.794687,-73.972217,40.786532,1
17.0,-73.987515,40.762826,-73.921709,40.743329,1
5.5,-73.9654541015625,40.76591491699219,-73.9734115600586,40.75730514526367,1
17.0,-73.985996,40.767214,-73.919466,40.748821,2
4.5,-73.981005,40.750626,-73.981611,40.743937,1
13.7,-73.97381,40.75852,-73.962653,40.778932,2
10.1,-73.992013,40.746329,-74.007325,40.70976,1
7.5,-73.994042,40.751364,-73.983015,40.74615,1
4.9,-73.137393,41.366138,-73.137393,41.366138,1
7.7,-73.977675,40.753247,-73.96224,40.776175,1
5.7,-74.005505,40.7264,-74.004687,40.740717,1
16.5,-73.989315,40.751096,-73.990845,40.74971,1
4.5,-73.98987579345703,40.71882629394531,-73.98635864257812,40.72633743286133,3
11.7,-74.005484,40.740795,-73.96695,40.752977,1
10.1,-73.980923,40.729672,-74.001364,40.707838,2
6.5,-74.004127,40.747927,-73.990313,40.766687,1
12.5,-73.974905,40.762457,-73.975557,40.75772,5
8.5,-73.984807,40.754977,-73.972693,40.743422,1
8.5,-73.990018,40.772042,-73.95642,40.763982,1
6.1,-73.988487,40.753728,-74.00241,40.734475,3
5.7,-74.00316,40.737593,-73.994997,40.750023,3
15.0,-74.004293,40.751954,-73.951769,40.773631,1
19.3,-73.990028,40.758006,-73.939027,40.713898,1
35.0,-73.78191375732422,40.64453887939453,-73.86133575439453,40.768035888671875,1
7.7,-73.996184,40.726242,-74.005642,40.740269,2
19.3,-73.987514,40.747874,-73.946879,40.718725,1
4.5,-73.986611,40.772426,-73.988539,40.764255,1
3.3,-73.920462,40.768188,-73.92037,40.770655,1
9.7,-73.988112,40.73748,-73.981593,40.7662,2
8.9,-73.982148,40.77232,-73.991135,40.745552,3
6.9,-73.992465,40.758555,-74.004897,40.734882,1
8.9,-74.006505,40.741423,-74.015757,40.709997,1
10.5,0.0,0.0,0.0,0.0,1
6.5,-73.954012,40.790357,-73.934851,40.800673,1
8.9,-74.006237,40.744042,-73.997646,40.716702,1
10.0,-73.977183,40.774357,-73.958207,40.800377,1
16.0,-73.99967,40.7334,-73.951842,40.790347,1
11.4,-73.995625,40.733349,-73.954077,40.764058,1
59.5,-74.008757,40.714017,-73.922987,40.610722,1
5.5,-73.98872,40.74113,-73.975252,40.741202,5
5.3,-73.978957,40.777312,-73.987902,40.764828,1
17.7,-73.978382,40.745307,-73.93992,40.811712,1
11.3,-73.977358,40.764867,-73.960993,40.801707,1
5.7,-73.974168,40.7628,-73.984188,40.757465,4
7.0,-73.992827,40.735822,-74.008427,40.743722,1
6.1,-73.994123,40.741558,-73.993477,40.751387,1
5.3,-73.963367,40.877027,-73.944778,40.884408,2
19.5,-73.958253,40.710351,-73.961107,40.672097,1
10.5,0.0,0.0,0.0,0.0,1
5.3,-73.978217,40.764797,-73.959063,40.777632,1
6.5,-73.999363,40.738663,-73.981998,40.74034,2
10.0,-73.98210144042969,40.75694274902344,-73.9752426147461,40.73528289794922,1
7.5,-73.969567,40.790438,-73.987904,40.779368,3
11.5,-73.983868,40.760977,-73.98817,40.741195,2
8.5,-73.983377,40.771278,-73.967268,40.753895,1
3.3,-73.966249,40.764992,-73.962959,40.766383,1
45.0,-73.790073,40.643637,-74.003242,40.74008,2
10.5,-73.985633,40.766665,-73.976877,40.752085,1
4.0,-73.95943,40.763167,-73.967745,40.762999,1
6.5,0.0,0.0,0.0,0.0,1
3.7,-73.982297,40.731357,-73.987653,40.733552,1
11.7,-73.993005,40.747433,-73.949302,40.774368,1
4.5,-73.954048,40.787104,-73.950638,40.779077,2
4.9,-73.973503,40.784755,-73.98222,40.778075,1
5.0,-73.993428,40.72933,-74.0071,40.71818,1
6.5,-73.945487,40.778285,-73.953192,40.788608,5
9.5,-73.989981,40.732999,-73.980171,40.751337,1
9.3,-73.959595,40.780393,-73.977683,40.76121,1
9.5,-73.978886,40.736546,-73.986531,40.759529,1
10.5,-73.983787,40.742995,-73.948565,40.777843,2
14.5,-73.984307,40.720646,-73.992608,40.697396,2
15.3,-73.990613,40.732294,-73.944631,40.707925,1
29.3,-73.978992,40.752871,-73.837612,40.837681,1
8.5,-73.990038,40.746653,-73.987831,40.749434,1
6.5,-73.995253,40.760022,-73.981943,40.771622,2
6.5,-73.985028,40.732238,-74.000259,40.730192,1
5.7,-73.970597,40.767951,-73.971897,40.763062,1
5.0,-73.985702,40.738369,-73.981368,40.738326,1
11.0,-73.959665,40.776677,-73.976517,40.760915,1
29.3,-73.862857,40.76904,-73.997466,40.756297,1
3.7,-73.977198,40.784535,-73.97521,40.792493,2
12.5,-73.982377,40.77305,-73.993582,40.73428,1
8.5,-73.975564,40.74957,-73.955348,40.776909,1
4.1,-74.006175,40.735209,-73.995947,40.738783,2
8.5,-74.005479,40.737625,-73.98903,40.723034,1
10.9,-73.958806,40.760131,-73.986187,40.734798,2
16.5,-73.983884,40.774667,-74.001082,40.72105,1
12.1,-73.997818,40.690967,-73.959283,40.675682,1
4.1,-73.979593,40.740522,-73.98778,40.737602,1
18.5,-73.988228,40.754252,-74.011575,40.703475,1
5.7,-73.939075,40.805164,-73.939043,40.794241,1
18.5,-73.981153,40.782025,-74.01444,40.717782,2
9.0,-73.959801,40.767055,-73.989398,40.769533,1
7.5,-73.993918,40.735715,-73.991552,40.748732,1
10.1,-73.975388,40.745206,-73.961194,40.774784,1
4.9,-73.992991,40.757993,-74.002973,40.744537,1
5.7,-73.951958,40.769474,-73.967246,40.767711,1
6.9,-74.001764,40.730311,-73.980132,40.749882,4
3.7,-74.003943,40.738377,-74.00762,40.740885,2
6.5,-73.999172,40.734152,-73.9837,40.748125,2
5.0,-73.98339,40.73896,-73.99223,40.74376,1
12.1,-73.888118,40.767275,-73.888118,40.767275,1
8.1,-73.967623,40.759051,-73.951625,40.776938,3
16.5,-73.975411,40.750316,-73.988684,40.71889,3
7.7,-73.983435,40.746877,-73.959717,40.762925,1
10.1,-73.956037,40.81432,-73.95374,40.813152,2
9.3,-73.992267,40.757824,-73.99809,40.734593,1
17.0,-74.00177001953125,40.756221771240234,-73.97430419921875,40.744049072265625,1
4.1,-73.972988,40.741679,-73.979976,40.7455,1
9.0,-73.94800567626953,40.77448654174805,-73.97222900390625,40.76511001586914,1
8.9,-73.980807,40.74501,-73.998072,40.726268,4
5.5,-73.98621,40.762367,-73.978412,40.75636,1
15.3,-73.971605,40.746285,-74.009908,40.705552,1
52.0,-73.7767562866211,40.645259857177734,-73.98107147216797,40.773502349853516,1
14.1,-73.973878,40.743538,-74.015865,40.705012,1
7.0,-73.984698,40.764475,-73.970227,40.784075,1
30.9,-73.783368,40.648562,-73.942992,40.737443,2
13.0,-73.98045,40.764222,-73.997527,40.741557,1
7.3,-73.982167,40.766505,-73.993046,40.757855,1
9.7,-73.957725,40.765307,-73.987238,40.770184,1
7.3,-73.98065,40.73813,-73.994678,40.750527,1
11.5,-73.98558044433594,40.71826171875,-74.0112533569336,40.70228958129883,1
7.5,-73.97478485107422,40.74178695678711,-73.98689270019531,40.745426177978516,1
30.5,-74.001757,40.732322,-73.966052,40.634747,6
11.0,-73.988793,40.696532,-73.988402,40.696117,5
8.0,-73.968977,40.750075,-73.948341,40.778432,1
10.0,-73.97815,40.748197,-73.974675,40.76329,1
21.5,-73.949135,40.777517,-73.989378,40.744787,5
24.9,-73.926168,40.806112,-73.930781,40.817629,2
5.5,-73.9796,40.786392,-73.97098,40.797672,1
12.0,-73.997797,40.720754,-73.967093,40.753022,1
6.1,-73.985822,40.761662,-73.981045,40.771797,1
6.0,-73.985853,40.7457,-73.97702,40.755017,3
6.1,-73.973312,40.74905,-73.98841,40.750133,1
7.0,-74.000363,40.737817,-73.991425,40.731942,2
5.3,-73.977845,40.765603,-73.973472,40.761922,1
19.5,-73.975295,40.752449,-73.949699,40.722259,1
9.7,-73.953802,40.775228,-73.988722,40.777888,5
4.9,-73.980235,40.726434,-73.989691,40.73438,2
11.3,-73.977491,40.754605,-73.91673,40.744751,1
9.7,-73.98423,40.765635,-73.952877,40.802558,5
9.7,-73.95606,40.767658,-73.983567,40.75409,1
4.1,0.0,0.0,0.0,0.0,1
26.0,-73.966295,40.79447,-74.009147,40.71754,6
7.5,-73.9564208984375,40.775699615478516,-73.93987274169922,40.786170959472656,1
8.1,-73.984054,40.740603,-74.005611,40.724519,1
30.8,-73.873201,40.774118,-73.954306,40.770272,1
8.5,-73.988645,40.722512,-74.006287,40.733142,1
32.5,-73.982425,40.751528,-73.87141,40.774132,5
4.9,-73.987115,40.744652,-73.97594,40.751692,1
4.9,-73.986645,40.745637,-73.994472,40.730152,0
8.0,-73.979465,40.781762,-73.986123,40.769797,1
8.1,-73.990778,40.756258,-73.982862,40.782182,3
12.1,-73.981258,40.737632,-74.000438,40.736391,1
5.3,-73.98762,40.738602,-73.996608,40.725877,2
5.3,-73.987005,40.75056,-73.981971,40.740798,1
15.7,-73.959307,40.809393,-73.984612,40.76038,1
13.5,-73.997842,40.756533,-73.953614,40.77106,1
7.0,0.0,0.0,0.0,0.0,1
9.7,0.0,0.0,0.0,0.0,1
11.7,-73.998318,40.720062,-73.941789,40.709365,1
49.8,-73.978423,40.763922,-73.798197,40.644872,1
44.5,-73.995772,40.748962,-73.872727,40.774302,1
7.5,-73.99639,40.729477,-74.002205,40.719908,2
7.0,-73.97659301757812,40.760074615478516,-73.9875717163086,40.74424362182617,1
9.0,-73.990402,40.725802,-73.976822,40.75197,1
8.5,-74.00351,40.732045,-73.978084,40.754916,1
27.5,-73.989677,40.757562,-73.86489,40.736885,5
29.47,-73.863633,40.769267,-73.969048,40.785742,1
4.1,-73.969871,40.789818,-73.976715,40.780329,1
20.1,-74.005847,40.70594,-73.977963,40.777075,1
6.3,-73.990643,40.734515,-73.998594,40.740571,1
11.7,-73.980548,40.784983,-73.979095,40.763085,5
20.5,-73.988203,40.719962,-73.987831,40.760191,1
4.5,-73.972606,40.760648,-73.968255,40.755229,1
6.9,-73.991342,40.731748,-73.974912,40.73588,2
5.5,-73.951611,40.782375,-73.953327,40.788459,1
4.5,-73.989952,40.740992,-73.979687,40.736465,5
21.5,-73.971497,40.79757,-73.991977,40.754682,1
7.0,-73.957705,40.761482,-73.962042,40.771252,3
10.5,0.0,0.0,0.0,0.0,1
13.7,-74.000168,40.731317,-73.959632,40.691497,5
7.5,-74.004513,40.7304,-73.994248,40.751732,4
7.3,-73.986924,40.75619,-73.980823,40.76331,2
14.5,0.0,0.0,0.0,0.0,1
6.9,-73.927969,40.76977,-73.913174,40.766096,2
6.1,-73.9846,40.7614,-73.9719,40.7543,1
6.5,-73.970105,40.761572,-73.963667,40.768565,1
11.5,-73.99401,40.735837,-73.977071,40.764682,1
11.7,-73.995678,40.744107,-73.972238,40.791382,2
6.0,-73.974467,40.759981,-73.991777,40.767046,1
4.9,-73.994669,40.740179,-73.990252,40.74834,1
4.5,-73.984357,40.742496,-73.978087,40.751302,1
13.7,-73.997583,40.740908,-73.949738,40.775808,4
7.3,-73.982143,40.727964,-73.98546,40.743922,1
25.7,-73.862177,40.769075,-73.999562,40.729871,1
4.5,-73.998969,40.7347,-73.991544,40.744667,1
4.5,-73.944453,40.779898,-73.951785,40.769588,1
15.3,-73.972386,40.762084,-74.004237,40.721884,1
6.5,-73.98687744140625,40.76121139526367,-73.97642517089844,40.77555847167969,2
8.5,-73.970512,40.788713,-73.956766,40.774985,1
45.0,-73.98184,40.761226,-73.781494,40.644657,2
10.0,-73.986083984375,40.71803665161133,-73.99197387695312,40.73787307739258,3
6.5,-73.95282,40.772394,-73.980179,40.784015,1
3.3,-73.9684,40.750727,-73.971925,40.752187,6
8.9,-74.003609,40.738544,-73.982038,40.771217,2
11.7,-73.991155,40.749587,-73.955003,40.767353,1
43.0,-73.77665710449219,40.64536666870117,-73.91799926757812,40.670310974121094,1
9.7,-73.987447,40.749569,-73.999648,40.727111,1
13.7,-73.991637,40.765142,-73.950205,40.824617,1
22.1,-74.004467,40.71698,-73.958022,40.815838,1
6.5,-73.992212,40.731438,-74.00052,40.74623,3
17.5,-74.009942,40.712148,-73.981593,40.740632,1
37.83,-73.974946,40.74623,-73.861651,40.768382,1
7.7,-73.954967,40.773463,-73.951373,40.791025,5
16.1,-73.990665,40.750975,-73.959578,40.78001,1
7.7,-73.980617,40.775012,-73.972107,40.7815,1
6.1,-73.955622,40.782802,-73.953233,40.774402,4
25.7,-73.873168,40.773963,-73.965443,40.790713,1
7.3,-73.957615,40.774372,-73.982592,40.783237,1
7.7,-73.991861,40.749129,-73.970837,40.755444,1
15.3,-73.981908,40.772899,-73.907596,40.766055,1
7.0,-74.007492,40.748472,-73.999442,40.743255,5
3.0,-73.990202,40.75675,-73.990375,40.756282,1
4.9,-73.98059,40.676333,-73.990065,40.66459,1
5.7,-73.969045,40.754223,-73.981578,40.736737,1
9.7,-73.965915,40.758222,-73.995785,40.732902,5
7.5,-73.988558,40.758795,-73.976858,40.75391,1
5.0,0.0,0.0,0.0,0.0,1
11.5,-74.005602,40.74827,-73.99131,40.727667,3
5.7,-73.87457,40.77409,-73.989348,40.773007,1
12.5,-74.0000991821289,40.7379035949707,-73.9890365600586,40.72237777709961,2
9.5,-73.982465,40.773267,-73.967007,40.761427,1
7.3,-73.985978,40.737738,-73.99495,40.742483,1
10.0,-73.982392,40.767297,-73.99798,40.757337,1
19.0,-73.9529037475586,40.655418395996094,-73.99462127685547,40.699974060058594,1
3.5,-73.978887,40.751285,-73.974802,40.75097,1
5.5,-73.962616,40.767128,-73.968428,40.768745,2
5.5,-73.98709,40.76111,-73.97305,40.76424,1
12.1,-73.972467,40.793728,-73.938076,40.843356,1
11.0,-73.95620727539062,40.767879486083984,-73.98370361328125,40.7745361328125,1
4.9,-74.003882,40.747512,-73.98914,40.741405,1
21.3,-73.979739,40.765339,-73.865251,40.770667,1
18.1,-73.978683,40.74676,-73.942085,40.714638,4
23.0,-73.967777,40.689447,-73.97628,40.751665,1
9.3,-73.957255,40.783247,-73.971758,40.759947,1
20.0,-73.97447204589844,40.7424201965332,-73.99833679199219,40.69209671020508,1
14.5,-73.926472,40.765747,-73.95415,40.774501,1
15.5,-73.98590087890625,40.72294235229492,-73.95270538330078,40.67570114135742,1
10.5,-74.000064,40.727058,-73.978617,40.772262,1
12.0,-73.956503,40.767303,-73.973563,40.758006,1
10.0,-73.97963,40.766507,-74.00274,40.720042,1
21.5,-74.0,40.74334716796875,-73.97073364257812,40.768341064453125,2
8.9,-73.975721,40.751424,-73.957561,40.779546,1
10.0,-73.9819,40.768652,-73.971787,40.797252,1
10.1,-73.974083,40.778708,-73.99117,40.757585,2
7.0,-73.971493,40.797667,-73.98258,40.762717,1
12.9,-73.987043,40.728415,-73.939658,40.756887,5
24.0,-73.986281,40.767121,-73.987852,40.722593,1
5.5,-74.005832,40.725947,-74.014837,40.718135,1
57.0,-74.007918,40.705853,-74.179435,40.688683,1
5.0,-74.01,40.717242,-74.007415,40.727162,1
8.0,-73.99583435058594,40.759159088134766,-73.97528839111328,40.75677490234375,3
28.33,-73.87862,40.737227,-73.994795,40.753675,1
10.0,-73.96978759765625,40.7627067565918,-73.94973754882812,40.77201461791992,1
6.0,-73.984986,40.760785,-73.981678,40.751664,1
9.7,-73.993557,40.75204,-73.98196,40.729245,1
13.3,-73.995778,40.72182,-73.95549,40.77861,2
